ITEM_CODE,STAGE,PROCESS,QTY,TONNAGE,DATE,AGING
TOS013,WIP_DM,80,1.0,0.0565,2025-07-24 02:16:02.776987,4.342362245370168
TOS013,WIP_DM,80,1.0,0.0565,2025-07-24 02:16:02.776987,4.395824351850024
TOS013,WIP_DM,80,1.0,0.0565,2025-07-24 02:16:02.776987,4.242923506943043
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,4.383905081020202
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,4.350903541664593
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,4.370397326390957
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,4.424624062499788
TOS003,WIP_DM,80,1.0,0.0755,2025-07-24 02:16:02.776987,4.425239027776115
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,4.454591759262257
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,4.542118229168409
HYO002,WIP_DM,80,1.0,0.08667,2025-07-24 02:16:02.776987,4.953869826393202
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,4.556115370374755
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,4.2966482175907
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,4.297816539350606
TOS003,WIP_DM,80,1.0,0.0755,2025-07-24 02:16:02.776987,4.417234444445057
TOS003,WIP_DM,80,1.0,0.0755,2025-07-24 02:16:02.776987,4.445248425923637
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,4.575685972224164
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,4.948100578701997
TOS003,WIP_DM,80,1.0,0.0755,2025-07-24 02:16:02.776987,4.444436898149434
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,4.802146331014228
HYO002,WIP_DM,80,1.0,0.08667,2025-07-24 02:16:02.776987,4.651519305552938
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,4.59276732638682
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,4.410947280091932
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,4.812644305551657
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.858353981479013
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.116888078700867
HYO002,WIP_DM,80,1.0,0.08667,2025-07-24 02:16:02.776987,4.94713751157542
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,15.08456653934991
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.27483277778083
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.250926793982217
TOS003,WIP_DM,80,1.0,0.0755,2025-07-24 02:16:02.776987,5.055599999999686
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,4.88367357639072
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.84199569444172
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.033352881946485
ABB459,WIP_DM,80,1.0,0.47642,2025-07-24 02:16:02.776987,29.79303259259177
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.46834862268588
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,4.717318067130691
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.082520821757498
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,6.652780405092927
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.040591018521809
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,4.928597361111315
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.382788819442794
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.165392604169028
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.408267604165303
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,5.120527905091876
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,5.054658854169247
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.066263159722438
ARE255,WIP_DM,80,1.0,0.1115,2025-07-24 02:16:02.776987,5.455684166663559
ARE255,WIP_DM,80,1.0,0.1115,2025-07-24 02:16:02.776987,5.906745868051076
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.448355868051294
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.159770208330883
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.300887361110654
ARE255,WIP_DM,80,1.0,0.1115,2025-07-24 02:16:02.776987,5.388071643516014
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.358399548611487
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.277347280090908
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.345536238426575
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.924232766206842
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.554960162036878
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.193368298612768
ARE255,WIP_DM,80,1.0,0.1115,2025-07-24 02:16:02.776987,5.635712557872466
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.338151967589511
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.661367395834532
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.276703298608481
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.963100081018638
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.541302511570393
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.604899907411891
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,5.826746886574256
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.678623831016012
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.779229120365926
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.945528715281398
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.623051608796231
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.958152604165662
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.913610486109974
HYO002,WIP_DM,70,1.0,0.08667,2025-07-24 02:16:02.776987,5.540507928242732
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,5.32933144675917
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,5.912822870370292
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,5.785877094909665
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.950848159722227
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.939596747688483
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.935337777773384
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.066958865740161
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,6.327040682866937
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,6.052358136570547
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.419234317130758
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.16723646990431
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,6.05185104166594
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,6.052916296292096
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.165272418977111
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,5.936227777776366
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.050640393514186
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.018278923613252
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.252578043982794
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.369865983797355
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.369298923615133
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.441164131945698
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.254946099536028
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,6.575405277777463
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.015248009258357
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,6.337452638887044
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,8.125152164349856
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.542033564815939
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.050172986113467
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.015991493055481
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,9.49441289351671
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.412735196761787
HYO026,WIP_DM,70,1.0,0.0423,2025-07-24 02:16:02.776987,29.90309563657501
SIE464,WIP_DM,80,1.0,0.1186,2025-07-24 02:16:02.776987,20.18438812500244
CGP007,WIP_DM,80,1.0,0.065,2025-07-24 02:16:02.776987,58.45772871527878
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,6.397403564813431
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,6.049652835645246
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.541626180551248
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.308336006943136
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.438064942129132
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.438533912034473
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,6.527064444446296
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,8.261877199074661
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.520476631943894
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.57034089120134
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.463659351851675
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,6.051271979165904
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,6.605249398147862
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.26117092592176
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.584086458329693
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.542454328708118
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.817302835646842
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,6.551356608797505
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,6.678205833333776
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.644825555558781
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.644517604167049
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,6.577005324070343
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.473123298608698
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,7.822742430551443
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.468775162036764
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,6.646256180552882
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.667701898149971
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,6.61110885416565
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,6.624354699073592
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,12.06464673610753
ARE259,WIP_DM,80,1.0,0.0156,2025-07-24 02:16:02.776987,10.81723182870337
ARE266,WIP_DM,80,1.0,0.0168,2025-07-24 02:16:02.776987,10.3212621064813
TOS016,WIP_DM,80,1.0,0.138,2025-07-24 02:16:02.776987,16.11623239583423
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,17.42404142361192
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,22.22400928240677
TOS006,WIP_DM,80,1.0,0.0544,2025-07-24 02:16:02.776987,17.45417416666896
MEI001,WIP_DM,70,1.0,0.1482,2025-07-24 02:16:02.776987,19.8872013078726
MEI001,WIP_DM,70,1.0,0.1482,2025-07-24 02:16:02.776987,19.81575483796041
HYO028,WIP_DM,80,1.0,0.17,2025-07-24 02:16:02.776987,24.44395689814701
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,19.12625327546266
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,17.29432209490915
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,16.08191520833498
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,15.9165705787018
TOS016,WIP_DM,70,1.0,0.138,2025-07-24 02:16:02.776987,15.95431930555788
TOS016,WIP_DM,80,1.0,0.138,2025-07-24 02:16:02.776987,16.11535613425804
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,15.10604315972159
ABB373,WIP_DM,80,1.0,0.04966,2025-07-24 02:16:02.776987,15.59991562500363
TOS016,WIP_DM,70,1.0,0.138,2025-07-24 02:16:02.776987,15.40076951388619
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,15.36945319444203
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,13.47149561342667
SIE469,WIP_DM,80,1.0,0.116,2025-07-24 02:16:02.776987,29.47951381944586
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,13.41081039351411
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,15.23329417823698
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,12.7664918287046
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,13.05101269675652
HYO028,WIP_DM,80,1.0,0.17,2025-07-24 02:16:02.776987,29.23281299768132
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,11.08097405092849
ARE330,WIP_DM,80,1.0,0.0431,2025-07-24 02:16:02.776987,36.51867283564934
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,10.11863638888462
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.453903310182795
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.532670821761712
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,18.29530502314446
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.107780405094672
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,7.823231550923084
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,7.822131145832827
ABB429,WIP_DM,80,1.0,0.0853,2025-07-24 02:16:02.776987,20.29492780092551
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.379414907409227
HIT011,WIP_DM,80,1.0,0.185,2025-07-24 02:16:02.776987,8.213503611113993
ARE330,WIP_DM,80,1.0,0.0431,2025-07-24 02:16:02.776987,23.44605905092612
HIT011,WIP_DM,80,1.0,0.185,2025-07-24 02:16:02.776987,8.512404363427777
ABB459,WIP_DM,80,1.0,0.47642,2025-07-24 02:16:02.776987,15.41268349537131
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.109154004632728
SIE465,WIP_DM,80,1.0,0.0993,2025-07-24 02:16:02.776987,28.96628771990799
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,10.07384739583358
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,8.799747569442843
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.588450196759368
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.309780856478028
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.078223090276879
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,8.587769999998272
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,7.825751944445074
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,8.815461006946862
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.18272994212748
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,10.31751906250429
ABB373,WIP_DM,80,1.0,0.04966,2025-07-24 02:16:02.776987,15.31521755787253
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,9.544405347223801
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,15.11482056712703
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.819097361112654
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.418553738425544
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.82215460648149
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.559521261573536
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,10.37467363425822
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,10.37553186342848
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.450245081017783
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.419858136578114
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.185772604163503
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.186377476849884
ABB459,WIP_DM,70,1.0,0.47642,2025-07-24 02:16:02.776987,20.22556519675709
HYO006,WIP_DM,70,1.0,0.0703,2025-07-24 02:16:02.776987,18.45551114583213
SIE456,WIP_DM,70,1.0,0.146,2025-07-24 02:16:02.776987,19.52747799768258
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,20.40330138889112
SIE456,WIP_DM,70,1.0,0.146,2025-07-24 02:16:02.776987,19.52619505787152
ARE234,WIP_DM,80,1.0,0.009330999999999999,2025-07-24 02:16:02.776987,24.43253406250005
HYO025,WIP_DM,70,1.0,0.0515,2025-07-24 02:16:02.776987,18.34066665509454
HYO025,WIP_DM,70,1.0,0.0515,2025-07-24 02:16:02.776987,22.06387371527671
ARE234,WIP_DM,80,1.0,0.009330999999999999,2025-07-24 02:16:02.776987,24.57831456018903
ARE254,WIP_DM,80,1.0,0.29254,2025-07-24 02:16:02.776987,19.24549954861141
ABB436,WIP_DM,80,1.0,0.0831,2025-07-24 02:16:02.776987,24.01227226851915
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,19.66652184027771
HYO006,WIP_DM,70,1.0,0.0703,2025-07-24 02:16:02.776987,18.17908833333058
TOS017,WIP_DM,80,1.0,0.138,2025-07-24 02:16:02.776987,34.17040096064738
ABB459,WIP_DM,70,1.0,0.47642,2025-07-24 02:16:02.776987,14.75656692129269
TOS017,WIP_DM,70,1.0,0.138,2025-07-24 02:16:02.776987,32.24145533565024
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,22.76869412037195
TOS017,WIP_DM,80,1.0,0.138,2025-07-24 02:16:02.776987,33.60826011573954
TOS014,WIP_DM,80,1.0,0.2298,2025-07-24 02:16:02.776987,35.76963287036779
HYO002,WIP_DM,80,1.0,0.08667,2025-07-24 02:16:02.776987,17.05220616898441
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,14.77002203703887
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,10.56698122685339
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,10.56785194444819
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,11.04600480324007
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,10.46682149305707
ARE259,WIP_DM,80,1.0,0.0156,2025-07-24 02:16:02.776987,10.81938526620797
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,15.080699409722
ABB373,WIP_DM,80,1.0,0.04966,2025-07-24 02:16:02.776987,13.46998152777815
TOS016,WIP_DM,70,1.0,0.138,2025-07-24 02:16:02.776987,15.79050197916513
SIE464,WIP_DM,70,1.0,0.1186,2025-07-24 02:16:02.776987,30.85618259259354
SIE464,WIP_DM,80,1.0,0.1186,2025-07-24 02:16:02.776987,20.41569660879759
SIE464,WIP_DM,80,1.0,0.1186,2025-07-24 02:16:02.776987,34.37572262731555
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,12.33002662037325
NAM001,WIP_DM,80,1.0,0.041,2025-07-24 02:16:02.776987,58.19016766203277
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,13.19119479166693
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,10.40662249999878
ARE317,WIP_DM,80,1.0,0.0778,2025-07-24 02:16:02.776987,10.40478899305162
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.470351921292604
ABB459,WIP_DM,70,1.0,0.47642,2025-07-24 02:16:02.776987,12.25906972221856
TRA001,WIP_DM,70,1.0,0.17333,2025-07-24 02:16:02.776987,8.814255497687554
TRA001,WIP_DM,70,1.0,0.17333,2025-07-24 02:16:02.776987,9.368430335649464
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.526956516201608
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.540951643517474
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.094129340279324
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.293876296294911
ARE234,WIP_DM,80,1.0,0.009330999999999999,2025-07-24 02:16:02.776987,11.51413678241079
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.050114594909246
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.066869861111627
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.339053171293926
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.801551898148318
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.067344675924687
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.474516365742602
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.108542835645494
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,11.21011627314874
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,12.04623592592543
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,12.18451087962603
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.201170671294676
TRA001,WIP_DM,70,1.0,0.17333,2025-07-24 02:16:02.776987,9.36941527777526
ARE320,WIP_DM,80,1.0,0.141,2025-07-24 02:16:02.776987,8.823388888886257
HYO025,WIP_DM,70,1.0,0.0515,2025-07-24 02:16:02.776987,20.55046047453652
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,10.07496885416913
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,10.12087767360936
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,10.81046739582962
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.339630300928548
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,10.08679274305177
CGP012,WIP_DM,80,1.0,0.11,2025-07-24 02:16:02.776987,10.38468115740397
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,10.57004694444186
ABB456,WIP_DM,80,1.0,0.2947,2025-07-24 02:16:02.776987,8.817879513888329
TOS012,WIP_DM,80,1.0,0.1138,2025-07-24 02:16:02.776987,10.83837769676029
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.448889745370252
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,9.32829167824093
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.34072881944303
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,12.11170745370327
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.133921793982154
SIE520,WIP_DM,80,1.0,0.1028,2025-07-24 02:16:02.776987,9.436815787033993
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.418473194440594
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.472266701384797
HYO014,WIP_DM,80,1.0,0.0726,2025-07-24 02:16:02.776987,9.294646793983702
SIE467,WIP_DM,70,1.0,0.0748,2025-07-24 02:16:02.776987,12.30693868055823
ABB429,WIP_DM,80,1.0,0.0853,2025-07-24 02:16:02.776987,23.54836421296204
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.334352534722711
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,9.460826921298576
ABB459,WIP_DM,70,1.0,0.47642,2025-07-24 02:16:02.776987,18.26840965278097
ABB459,WIP_DM,80,1.0,0.47642,2025-07-24 02:16:02.776987,30.24363494213321
SIE468,WIP_DM,80,1.0,0.05470000000000001,2025-07-24 02:16:02.776987,9.410398935186095
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,9.452474421297666
SIE429,WIP_DM,80,1.0,0.069,2025-07-24 02:16:02.776987,9.527690497685398
SIE428,WIP_DM,80,1.0,0.05813,2025-07-24 02:16:02.776987,9.45780840277439
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.466833333332033
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.466110821755137
TOS008,WIP_DM,80,1.0,0.0438,2025-07-24 02:16:02.776987,9.465324212964333
